month	price
2026-01-01	4.515
2026-02-01	4.1175
2026-03-01	3.6443333333333334
2026-04-01	3.8020000000000005
2026-05-01	3.4596666666666667
2026-06-01	3.2111666666666667
2026-07-01	3.1798333333333333
2026-08-01	3.456
2026-09-01	3.6189999999999998
2026-10-01	3.8842
2026-11-01	4.4022
2026-12-01	4.936
